"age","job","marital","education","default","housing","loan","contact","month","day_of_week","duration","campaign","pdays","previous","poutcome","emp.var.rate","cons.price.idx","cons.conf.idx","euribor3m","nr.employed"
53,"technician","married","professional.course","unknown","yes","no","telephone","may","thu",920,2,999,0,"nonexistent",11,93994,-364,"4.86",5191
61,"retired","married","basic.4y","no","yes","no","cellular","nov","wed",234,1,999,0,"nonexistent",-34,92649,-301,"0.716",50175
32,"technician","single","professional.course","no","no","no","cellular","aug","wed",720,1,999,0,"nonexistent",14,93444,-361,"4.967",52281
45,"admin.","divorced","university.degree","no","no","no","cellular","may","mon",507,1,999,0,"nonexistent",-18,92893,-462,"1.244",50991
42,"unknown","single","university.degree","no","no","no","cellular","jul","fri",366,6,999,0,"nonexistent",-17,94215,-403,"0.885",49916
54,"management","married","university.degree","no","no","no","cellular","may","mon",397,1,999,1,"failure",-18,92893,-462,"1.264",50991
31,"technician","single","professional.course","no","no","no","cellular","may","wed",546,3,999,0,"nonexistent",-18,92893,-462,"1.281",50991
30,"admin.","married","university.degree","no","yes","no","cellular","jun","mon",288,1,999,0,"nonexistent",-29,92963,-408,"1.26",50762
37,"admin.","single","high.school","unknown","no","no","cellular","jul","tue",712,6,999,0,"nonexistent",14,93918,-427,"4.961",52281
60,"admin.","married","high.school","no","no","no","cellular","oct","tue",604,1,999,1,"failure",-11,94601,-495,"1.037",49636
17,"student","single","unknown","no","no","yes","cellular","oct","tue",896,1,2,2,"success",-34,92431,-269,"0.742",50175
32,"unemployed","single","university.degree","no","yes","no","telephone","apr","wed",165,2,999,1,"failure",-18,93075,-471,"1.415",50991
21,"student","single","high.school","no","yes","no","cellular","apr","fri",551,1,999,0,"nonexistent",-18,93749,-346,"0.663",50087
45,"admin.","single","university.degree","no","no","no","cellular","aug","thu",505,1,999,0,"nonexistent",14,93444,-361,"4.964",52281
25,"blue-collar","single","basic.9y","no","no","yes","cellular","jul","fri",667,1,999,0,"nonexistent",-17,94215,-403,"0.79",49916
24,"technician","single","high.school","no","yes","no","cellular","may","mon",841,4,999,0,"nonexistent",-18,92893,-462,"1.354",50991
69,"retired","divorced","professional.course","no","no","no","cellular","jun","fri",213,6,12,2,"failure",-17,94055,-398,"0.748",49916
25,"admin.","single","unknown","no","no","no","telephone","jun","tue",221,7,999,0,"nonexistent",-29,92963,-408,"1.286",50762
41,"services","married","high.school","no","no","no","cellular","mar","wed",377,6,999,0,"nonexistent",-18,92843,-50,"1.778",50991
27,"admin.","married","university.degree","no","yes","no","cellular","aug","tue",415,5,12,1,"success",-17,94027,-383,"0.886",49916
31,"unemployed","married","basic.9y","no","no","no","cellular","may","wed",570,1,999,0,"nonexistent",-18,92893,-462,"1.281",50991
44,"technician","married","university.degree","no","no","no","cellular","jun","wed",874,2,999,1,"failure",-17,94055,-398,"0.715",49916
61,"retired","married","basic.4y","no","yes","no","cellular","nov","mon",301,1,9,3,"failure",-34,92649,-301,"0.714",50175
38,"blue-collar","married","basic.6y","unknown","no","no","telephone","jun","thu",922,2,999,0,"nonexistent",14,94465,-418,"4.961",52281
37,"admin.","married","university.degree","no","yes","yes","cellular","jun","mon",412,2,999,0,"nonexistent",-29,92963,-408,"1.266",50762
25,"blue-collar","single","basic.4y","no","yes","no","telephone","may","wed",1681,1,999,0,"nonexistent",11,93994,-364,"4.858",5191
41,"services","divorced","high.school","no","yes","no","telephone","may","thu",985,2,999,0,"nonexistent",11,93994,-364,"4.855",5191
77,"retired","married","basic.4y","no","unknown","unknown","cellular","jul","tue",218,2,3,1,"success",-17,94215,-403,"0.893",49916
32,"technician","married","professional.course","no","no","no","cellular","apr","mon",688,2,999,0,"nonexistent",-18,93749,-346,"0.645",50087
53,"blue-collar","single","basic.9y","no","yes","no","cellular","jul","wed",355,1,999,0,"nonexistent",-17,94215,-403,"0.84",49916
47,"admin.","married","high.school","no","yes","no","cellular","apr","fri",296,1,999,1,"failure",-18,93749,-346,"0.645",50087
42,"services","married","professional.course","no","yes","no","telephone","may","tue",1205,1,999,0,"nonexistent",11,93994,-364,"4.857",5191
48,"admin.","married","high.school","unknown","no","yes","cellular","dec","thu",274,1,8,1,"success",-3,92713,-33,"0.72",50235
55,"entrepreneur","divorced","basic.9y","no","no","no","cellular","dec","fri",415,7,999,0,"nonexistent",-3,92713,-33,"0.71",50235
28,"entrepreneur","married","basic.9y","unknown","yes","no","telephone","may","thu",733,1,999,0,"nonexistent",11,93994,-364,"4.86",5191
64,"admin.","married","high.school","no","yes","no","cellular","oct","fri",427,1,999,1,"failure",-34,92431,-269,"0.73",50175
37,"self-employed","married","university.degree","no","no","no","telephone","jun","mon",363,1,999,0,"nonexistent",-17,94055,-398,"0.754",49916
32,"blue-collar","single","high.school","no","no","no","cellular","may","wed",329,1,999,0,"nonexistent",-18,92893,-462,"1.27",50991
60,"admin.","married","university.degree","no","yes","no","cellular","jun","mon",324,3,3,1,"success",-29,92963,-408,"1.266",50762
28,"technician","single","professional.course","no","yes","no","cellular","nov","wed",238,2,6,1,"success",-34,92649,-301,"0.716",50175
31,"services","single","high.school","no","no","no","cellular","may","fri",293,2,999,0,"nonexistent",-18,92893,-462,"1.259",50991
56,"management","married","basic.9y","no","yes","no","telephone","jun","tue",941,3,999,0,"nonexistent",14,94465,-418,"4.864",52281
35,"admin.","married","high.school","no","yes","no","cellular","mar","tue",350,3,999,0,"nonexistent",-18,92843,-50,"1.799",50991
66,"management","divorced","university.degree","no","no","no","cellular","sep","tue",679,1,1,1,"success",-34,92379,-298,"0.788",50175
45,"admin.","divorced","high.school","no","yes","no","cellular","nov","fri",980,2,999,0,"nonexistent",-1,932,-42,"4.021",51958
22,"services","single","professional.course","no","no","no","cellular","jul","tue",256,3,999,1,"failure",-17,94215,-403,"0.835",49916
41,"entrepreneur","married","university.degree","no","yes","no","cellular","aug","thu",324,1,999,0,"nonexistent",-17,94027,-383,"0.904",49916
81,"unknown","divorced","unknown","unknown","yes","no","cellular","nov","mon",263,1,999,1,"failure",-34,92649,-301,"0.715",50175
37,"admin.","married","high.school","no","unknown","unknown","cellular","jul","thu",294,1,999,1,"failure",-17,94215,-403,"0.81",49916
33,"admin.","married","university.degree","no","no","no","cellular","jun","mon",335,2,999,0,"nonexistent",-29,92963,-408,"1.266",50762
30,"services","married","professional.course","no","yes","no","cellular","nov","wed",622,2,999,0,"nonexistent",-1,932,-42,"4.12",51958
51,"technician","married","professional.course","no","no","yes","cellular","dec","mon",267,2,999,0,"nonexistent",-3,92713,-33,"0.709",50235
49,"admin.","divorced","university.degree","no","no","no","cellular","apr","thu",532,1,999,0,"nonexistent",-18,93075,-471,"1.365",50991
19,"student","single","unknown","no","unknown","unknown","cellular","apr","mon",213,3,999,0,"nonexistent",-18,93075,-471,"1.405",50991
57,"admin.","married","university.degree","no","no","no","cellular","nov","wed",182,1,3,2,"success",-34,92649,-301,"0.716",50175
50,"housemaid","married","basic.6y","no","no","no","cellular","jul","thu",349,3,6,2,"success",-17,94215,-403,"0.899",49916
35,"technician","single","professional.course","no","yes","no","cellular","jul","tue",337,1,6,1,"success",-17,94215,-403,"0.835",49916
32,"services","single","university.degree","no","yes","no","cellular","sep","thu",404,1,6,3,"success",-11,94199,-375,"0.884",49636
24,"student","single","high.school","no","unknown","unknown","cellular","jun","thu",282,3,999,2,"failure",-29,92963,-408,"1.26",50762
33,"unemployed","married","basic.4y","no","no","no","cellular","may","mon",1008,1,999,1,"failure",-18,92893,-462,"1.244",50991
40,"services","married","high.school","no","no","no","cellular","apr","thu",161,1,999,0,"nonexistent",-18,93075,-471,"1.41",50991
53,"management","divorced","university.degree","no","no","yes","cellular","nov","fri",368,2,3,1,"success",-34,92649,-301,"0.716",50175
27,"student","single","university.degree","no","no","no","cellular","apr","fri",227,1,999,1,"failure",-18,93075,-471,"1.4",50991
46,"services","married","university.degree","no","yes","no","cellular","sep","wed",630,1,999,0,"nonexistent",-11,94199,-375,"0.88",49636
52,"technician","married","professional.course","no","yes","no","cellular","nov","fri",495,1,3,1,"success",-34,92649,-301,"0.714",50175
28,"technician","married","basic.9y","no","yes","no","cellular","jul","mon",1080,4,999,0,"nonexistent",14,93918,-427,"4.96",52281
40,"admin.","married","university.degree","no","no","no","cellular","aug","tue",618,2,999,0,"nonexistent",14,93444,-361,"4.968",52281
26,"student","single","high.school","no","no","no","cellular","may","mon",716,3,999,1,"failure",-18,92893,-462,"1.354",50991
21,"admin.","single","high.school","no","no","no","cellular","jun","mon",173,1,999,0,"nonexistent",-29,92963,-408,"1.26",50762
44,"self-employed","single","professional.course","no","yes","no","cellular","may","mon",775,5,999,1,"failure",-18,92893,-462,"1.354",50991
39,"blue-collar","married","basic.9y","no","yes","no","cellular","jul","fri",635,3,999,0,"nonexistent",14,93918,-427,"4.957",52281
38,"self-employed","married","basic.9y","unknown","no","no","cellular","aug","fri",1329,1,999,0,"nonexistent",14,93444,-361,"4.964",52281
30,"admin.","married","university.degree","no","no","no","cellular","sep","mon",294,2,6,1,"success",-34,92379,-298,"0.739",50175
26,"technician","single","university.degree","no","yes","no","cellular","dec","tue",296,1,5,1,"success",-3,92713,-33,"0.707",50235
40,"management","single","university.degree","no","no","no","cellular","nov","thu",549,1,999,0,"nonexistent",-1,932,-42,"4.076",51958
19,"student","single","unknown","no","yes","yes","cellular","apr","mon",206,1,999,0,"nonexistent",-18,93075,-471,"1.405",50991
33,"blue-collar","single","professional.course","no","yes","no","cellular","apr","thu",652,2,999,0,"nonexistent",-18,93075,-471,"1.365",50991
57,"management","married","university.degree","no","yes","yes","cellular","nov","fri",536,1,999,0,"nonexistent",-1,932,-42,"4.021",51958
56,"technician","divorced","professional.course","no","no","no","cellular","oct","mon",464,1,3,2,"success",-11,94601,-495,"1",49636
56,"admin.","married","university.degree","no","yes","no","cellular","sep","thu",169,2,3,2,"success",-34,92379,-298,"0.778",50175
39,"admin.","married","university.degree","no","no","no","telephone","jul","mon",733,3,999,0,"nonexistent",14,93918,-427,"4.96",52281
36,"admin.","single","high.school","no","unknown","unknown","cellular","dec","mon",480,1,999,1,"failure",-3,92713,-33,"0.717",50235
29,"blue-collar","married","basic.6y","no","no","no","cellular","may","thu",481,2,999,0,"nonexistent",-18,92893,-462,"1.327",50991
34,"management","married","university.degree","no","no","no","telephone","oct","wed",290,2,999,0,"nonexistent",-34,92431,-269,"0.742",50175
73,"retired","married","professional.course","no","yes","no","cellular","nov","fri",334,1,999,0,"nonexistent",-11,94767,-508,"1.028",49636
50,"housemaid","married","basic.4y","no","yes","no","telephone","nov","tue",150,2,999,0,"nonexistent",-1,932,-42,"4.153",51958
46,"admin.","married","university.degree","no","yes","no","telephone","jun","mon",502,5,999,0,"nonexistent",14,94465,-418,"4.865",52281
23,"blue-collar","single","basic.9y","no","yes","no","cellular","jul","thu",268,5,999,1,"failure",-17,94215,-403,"0.846",49916
30,"unemployed","single","university.degree","no","yes","no","cellular","apr","wed",400,1,999,0,"nonexistent",-18,93075,-471,"1.405",50991
26,"student","single","basic.4y","no","no","yes","cellular","may","mon",802,2,999,0,"nonexistent",-18,92893,-462,"1.299",50991
46,"admin.","divorced","high.school","no","unknown","unknown","cellular","jul","tue",297,1,999,0,"nonexistent",-29,92469,-336,"1.044",50762
60,"technician","married","professional.course","no","no","no","cellular","apr","wed",107,2,999,0,"nonexistent",-18,93075,-471,"1.405",50991
29,"admin.","married","high.school","no","yes","no","cellular","jun","wed",292,1,999,1,"failure",-17,94055,-398,"0.727",49916
38,"management","married","unknown","unknown","no","no","telephone","jun","wed",1066,9,999,0,"nonexistent",14,94465,-418,"4.962",52281
57,"retired","married","university.degree","no","yes","yes","cellular","jul","mon",1062,4,999,0,"nonexistent",14,93918,-427,"4.962",52281
46,"management","married","unknown","no","yes","no","cellular","nov","thu",1503,2,999,0,"nonexistent",-1,932,-42,"4.076",51958
52,"services","married","high.school","unknown","yes","no","cellular","may","mon",930,1,999,0,"nonexistent",-18,92893,-462,"1.299",50991
25,"student","single","high.school","no","yes","yes","cellular","jun","tue",660,2,6,3,"success",-17,94055,-398,"0.761",49916
30,"technician","married","professional.course","no","yes","no","cellular","oct","tue",427,1,999,0,"nonexistent",-34,92431,-269,"0.737",50175
32,"admin.","married","university.degree","no","no","no","telephone","nov","wed",651,1,999,1,"failure",-11,94767,-508,"1.03",49636
88,"retired","divorced","basic.4y","no","yes","no","cellular","mar","wed",126,1,999,0,"nonexistent",-18,92843,-50,"1.663",50991
40,"services","divorced","high.school","no","yes","no","telephone","jun","fri",685,3,999,0,"nonexistent",14,94465,-418,"4.967",52281
20,"student","single","basic.9y","no","yes","no","cellular","mar","thu",325,1,999,0,"nonexistent",-18,92843,-50,"1.538",50991
31,"technician","single","university.degree","no","yes","no","cellular","may","mon",1514,1,999,1,"failure",-18,92893,-462,"1.299",50991
39,"blue-collar","married","basic.9y","no","no","no","telephone","oct","fri",270,1,999,0,"nonexistent",-1,93798,-404,"5.045",51958
27,"entrepreneur","single","university.degree","no","yes","no","telephone","jun","mon",486,3,999,0,"nonexistent",14,94465,-418,"4.961",52281
39,"blue-collar","married","basic.6y","no","no","no","cellular","aug","thu",320,2,3,1,"success",-29,92201,-314,"0.873",50762
33,"blue-collar","single","basic.4y","no","yes","no","cellular","apr","thu",352,1,999,0,"nonexistent",-18,93075,-471,"1.365",50991
26,"admin.","single","high.school","no","yes","no","cellular","apr","mon",190,1,999,0,"nonexistent",-18,93075,-471,"1.405",50991
31,"blue-collar","single","high.school","no","no","no","telephone","may","tue",1882,2,999,0,"nonexistent",11,93994,-364,"4.856",5191
38,"management","married","university.degree","no","no","no","cellular","jul","tue",486,5,999,0,"nonexistent",-29,92469,-336,"0.908",50762
61,"retired","married","university.degree","no","yes","no","cellular","apr","tue",216,1,999,0,"nonexistent",-18,93075,-471,"1.423",50991
66,"retired","married","basic.4y","no","yes","no","cellular","mar","tue",229,1,6,1,"success",-18,93369,-348,"0.655",50087
